ID_time,year,month,day,day_of_week,season
881,2012,12,16,Sunday,1
882,2010,4,23,Friday,2
883,2021,3,19,Friday,2
884,2021,3,18,Thursday,2
885,2017,7,18,Tuesday,3
886,2006,1,1,Sunday,1
887,2008,1,1,Tuesday,1
888,2007,2,18,Sunday,1
889,2012,8,23,Thursday,3
890,2015,9,23,Wednesday,4
891,2009,4,1,Wednesday,2
892,2007,10,15,Monday,4
893,2008,1,8,Tuesday,1
894,2007,2,11,Sunday,1
895,2013,12,1,Sunday,1
896,2007,1,18,Thursday,1
897,2002,3,28,Thursday,2
898,1994,2,25,Friday,1
899,1993,2,25,Thursday,1
900,2002,4,2,Tuesday,2
901,2002,3,22,Friday,2
902,1996,5,14,Tuesday,2
903,2003,11,14,Friday,4
904,2002,3,29,Friday,2
905,1998,4,20,Monday,2
906,1992,7,12,Sunday,3
907,1998,5,7,Thursday,2
908,2024,8,5,Monday,3
909,1998,5,14,Thursday,2
910,1999,12,17,Friday,1
911,1999,12,3,Friday,1
912,1993,1,1,Friday,1
913,2000,12,7,Thursday,1
914,2004,11,12,Friday,4
915,2023,12,8,Friday,1
916,2023,4,28,Friday,2
917,2003,10,14,Tuesday,4
918,2003,1,1,Wednesday,1
919,1993,12,25,Saturday,1
920,2000,11,17,Friday,4
921,1994,1,1,Saturday,1
922,2003,11,7,Friday,4
923,1996,1,1,Monday,1
924,1997,1,1,Wednesday,1
925,1998,4,23,Thursday,2
926,2001,4,6,Friday,2
927,2009,5,22,Friday,2
928,1996,3,14,Thursday,2
929,2006,6,20,Tuesday,3
930,2003,5,23,Friday,2
931,2015,6,5,Friday,3
932,2013,6,18,Tuesday,3
933,2013,5,24,Friday,2
934,2013,1,11,Friday,1
935,2009,6,19,Friday,3
936,2001,5,11,Friday,2
937,2004,3,7,Sunday,2
938,2007,6,1,Friday,3
939,2003,10,3,Friday,4
940,2006,6,9,Friday,3
941,2021,3,2,Tuesday,2
942,2009,6,18,Thursday,3
943,1997,6,1,Sunday,3
944,1992,2,1,Saturday,1
945,2014,2,20,Thursday,1
946,2003,10,23,Thursday,4
947,2008,2,25,Monday,1
948,2003,10,24,Friday,4
949,2008,2,29,Friday,1
950,1994,3,7,Monday,2
951,2020,6,7,Sunday,3
952,2018,3,2,Friday,2
953,2016,1,4,Monday,1
954,2016,5,2,Monday,2
955,2020,6,5,Friday,3
956,2016,6,30,Thursday,3
957,2016,1,25,Monday,1
958,2017,1,13,Friday,1
959,2020,6,12,Friday,3
960,2022,12,6,Tuesday,1
961,2018,2,2,Friday,1
962,2016,5,19,Thursday,2
963,2023,5,30,Tuesday,2
964,2020,1,2,Thursday,1
965,2015,10,15,Thursday,4
966,2024,5,24,Friday,2
967,2018,3,7,Wednesday,2
968,2016,1,3,Sunday,1
969,2021,5,4,Tuesday,2
970,2013,12,2,Monday,1
971,2023,11,28,Tuesday,4
972,2015,8,6,Thursday,3
973,2013,10,26,Saturday,4
974,2016,3,9,Wednesday,2
975,2013,3,10,Sunday,2
976,2010,10,18,Monday,4
977,2018,12,2,Sunday,1
978,2013,7,1,Monday,3
979,2019,7,6,Saturday,3
980,2022,8,24,Wednesday,3
981,2019,10,20,Sunday,4
982,2025,1,19,Sunday,1
983,2017,9,15,Friday,4
984,2021,5,7,Friday,2
985,2021,3,31,Wednesday,2
986,2003,6,13,Friday,3
987,2008,4,11,Friday,2
988,2006,2,24,Friday,1
989,2011,3,1,Tuesday,2
990,2014,3,4,Tuesday,2
991,2003,5,22,Thursday,2
992,2006,3,24,Friday,2
993,2014,3,21,Friday,2
994,2000,5,26,Friday,2
995,2012,10,25,Thursday,4
996,2003,10,16,Thursday,4
997,2015,3,10,Tuesday,2
998,2005,10,28,Friday,4
999,2009,10,22,Thursday,4
1000,2024,9,19,Thursday,4
1001,2021,11,26,Friday,4
1002,2024,3,15,Friday,2
1003,2024,12,10,Tuesday,1
1004,2021,10,20,Wednesday,4
1005,2024,5,22,Wednesday,2
1006,2019,10,24,Thursday,4
1007,2021,9,3,Friday,4
1008,1998,7,1,Wednesday,3
1009,2017,3,21,Tuesday,2
1010,2013,6,10,Monday,3
1011,2010,11,30,Tuesday,4
1012,2004,11,19,Friday,4
1013,2011,12,18,Sunday,1
1014,1996,8,1,Thursday,3
1015,2016,12,15,Thursday,1
1016,2007,11,13,Tuesday,4
1017,2012,2,14,Tuesday,1
1018,1998,8,1,Saturday,3
1019,2005,9,1,Thursday,4
1020,2009,11,4,Wednesday,4
1021,2017,9,1,Friday,4
1022,2015,7,1,Wednesday,3
1023,2018,12,6,Thursday,1
1024,2011,12,20,Tuesday,1
1025,2013,6,11,Tuesday,3
1026,2011,12,11,Sunday,1
1027,2012,2,16,Thursday,1
1028,2016,6,29,Wednesday,3
1029,2011,11,1,Tuesday,4
1030,2004,7,9,Friday,3
1031,2010,11,1,Monday,4
1032,2010,11,9,Tuesday,4
1033,2006,11,9,Thursday,4
1034,2016,10,14,Friday,4
1035,2016,5,10,Tuesday,2
1036,2016,2,29,Monday,1
1037,2017,5,12,Friday,2
1038,2018,1,26,Friday,1
1039,2017,2,3,Friday,1
1040,2015,12,15,Tuesday,1
1041,2015,10,12,Monday,4
1042,2020,2,20,Thursday,1
1043,2014,4,9,Wednesday,2
1044,2016,1,26,Tuesday,1
1045,2015,2,9,Monday,1
1046,2015,7,13,Monday,3
1047,2021,6,22,Tuesday,3
1048,2020,11,13,Friday,4
1049,2017,11,24,Friday,4
1050,2019,4,15,Monday,2
1051,2022,4,15,Friday,2
1052,2015,11,12,Thursday,4
1053,2022,5,17,Tuesday,2
1054,2017,1,18,Wednesday,1
1055,2015,12,19,Saturday,1
1056,2017,1,31,Tuesday,1
1057,2016,7,27,Wednesday,3
1058,2014,3,31,Monday,2
1059,2019,3,18,Monday,2
1060,2013,5,20,Monday,2
1061,2013,6,1,Saturday,3
1062,2020,3,16,Monday,2
1063,2012,10,31,Wednesday,4
1064,2013,8,1,Thursday,3
1065,2018,9,1,Saturday,4
1066,2016,5,25,Wednesday,2
1067,2015,6,12,Friday,3
1068,2020,9,17,Thursday,4
1069,2018,8,3,Friday,3
1070,2019,10,18,Friday,4
1071,2014,9,2,Tuesday,4
1072,2019,2,1,Friday,1
1073,2019,1,25,Friday,1
1074,2019,1,7,Monday,1
1075,2012,11,13,Tuesday,4
1076,2021,10,24,Sunday,4
1077,2019,10,1,Tuesday,4
1078,2021,3,5,Friday,2
1079,2012,12,28,Friday,1
1080,2012,5,21,Monday,2
1081,2019,1,21,Monday,1
1082,2009,6,7,Sunday,3
1083,2014,7,1,Tuesday,3
1084,2010,5,22,Saturday,2
1085,2015,10,1,Thursday,4
1086,2008,4,12,Saturday,2
1087,2008,3,22,Saturday,2
1088,2012,5,23,Wednesday,2
1089,2015,10,10,Saturday,4
1090,2010,6,7,Monday,3
1091,2013,11,24,Sunday,4
1092,2019,10,8,Tuesday,4
1093,2022,3,21,Monday,2
1094,2020,12,15,Tuesday,1
1095,2009,1,26,Monday,1
1096,2010,5,20,Thursday,2
1097,2022,4,4,Monday,2
1098,2020,3,17,Tuesday,2
1099,2016,7,21,Thursday,3
1100,2018,12,14,Friday,1
1101,2019,6,17,Monday,3
1102,2020,2,28,Friday,1
1103,2018,9,13,Thursday,4
1104,2019,5,28,Tuesday,2
1105,2022,7,18,Monday,3
1106,2018,9,19,Wednesday,4
1107,2019,4,1,Monday,2
1108,2019,8,10,Saturday,3
1109,2020,1,5,Sunday,1
1110,2021,4,6,Tuesday,2
1111,2016,8,29,Monday,3
1112,2018,1,18,Thursday,1
1113,2014,4,3,Thursday,2
1114,2008,10,31,Friday,4
1115,2018,1,3,Wednesday,1
1116,2017,12,13,Wednesday,1
1117,2014,3,7,Friday,2
1118,2007,6,29,Friday,3
1119,2017,4,19,Wednesday,2
1120,2019,1,9,Wednesday,1
1121,2018,11,6,Tuesday,4
1122,2014,5,19,Monday,2
1123,2014,4,24,Thursday,2
1124,2018,11,14,Wednesday,4
1125,2016,6,20,Monday,3
1126,2019,7,30,Tuesday,3
1127,2017,1,9,Monday,1
1128,2017,4,3,Monday,2
1129,2019,7,9,Tuesday,3
1130,2018,4,24,Tuesday,2
1131,2013,3,19,Tuesday,2
1132,2017,4,24,Monday,2
1133,2015,9,11,Friday,4
1134,2015,9,18,Friday,4
1135,2016,6,27,Monday,3
1136,2016,10,10,Monday,4
1137,2020,2,14,Friday,1
1138,2017,1,26,Thursday,1
1139,2020,3,24,Tuesday,2
1140,2017,1,2,Monday,1
1141,2016,7,4,Monday,3
1142,2021,3,12,Friday,2
1143,2016,9,22,Thursday,4
1144,2021,1,11,Monday,1
1145,2016,5,16,Monday,2
1146,2013,3,15,Friday,2
1147,2016,9,19,Monday,4
1148,2019,8,23,Friday,3
1149,2004,5,11,Tuesday,2
1150,2019,6,25,Tuesday,3
1151,2020,12,4,Friday,1
1152,2016,3,30,Wednesday,2
1153,2021,2,23,Tuesday,1
1154,2021,7,29,Thursday,3
1155,2010,9,3,Friday,4
1156,2016,8,1,Monday,3
1157,2006,1,30,Monday,1
1158,2004,3,11,Thursday,2
1159,2016,12,27,Tuesday,1
1160,2016,10,17,Monday,4
1161,2020,11,15,Sunday,4
1162,2009,11,1,Sunday,4
1163,2021,7,30,Friday,3
1164,2011,5,24,Tuesday,2
1165,2021,6,30,Wednesday,3
1166,2010,5,11,Tuesday,2
1167,2010,5,18,Tuesday,2
1168,2014,4,17,Thursday,2
1169,2009,12,15,Tuesday,1
1170,2008,2,28,Thursday,1
1171,2009,10,4,Sunday,4
1172,2021,5,3,Monday,2
1173,2007,6,2,Saturday,3
1174,2015,3,16,Monday,2
1175,2025,3,21,Friday,2
1176,2024,1,9,Tuesday,1
1177,2012,1,12,Thursday,1
1178,2021,7,12,Monday,3
1179,2015,10,16,Friday,4
1180,2014,5,8,Thursday,2
1181,2009,7,12,Sunday,3
1182,2009,7,15,Wednesday,3
1183,2012,1,31,Tuesday,1
1184,2011,11,28,Monday,4
1185,2010,12,13,Monday,1
1186,2020,3,1,Sunday,2
1187,2019,9,3,Tuesday,4
1188,2023,8,25,Friday,3
1189,2020,6,18,Thursday,3
1190,2017,12,1,Friday,1
1191,2019,11,26,Tuesday,4
1192,2021,1,20,Wednesday,1
1193,2018,2,20,Tuesday,1
1194,2018,4,17,Tuesday,2
1195,2019,5,7,Tuesday,2
1196,2019,8,26,Monday,3
1197,2017,1,3,Tuesday,1
1198,2018,6,11,Monday,3
1199,2019,8,1,Thursday,3
1200,2018,2,6,Tuesday,1
1201,2023,9,15,Friday,4
1202,2019,7,18,Thursday,3
1203,2020,2,3,Monday,1
1204,2020,2,10,Monday,1
1205,2017,1,19,Thursday,1
1206,2022,1,29,Saturday,1
1207,2021,8,24,Tuesday,3
1208,2020,2,19,Wednesday,1
1209,2023,7,4,Tuesday,3
1210,2023,10,22,Sunday,4
1211,2015,12,10,Thursday,1
1212,2016,12,19,Monday,1
1213,2021,4,29,Thursday,2
1214,2018,1,27,Saturday,1
1215,2023,5,16,Tuesday,2
1216,2020,3,21,Saturday,2
1217,2016,12,16,Friday,1
1218,2023,1,29,Sunday,1
1219,2023,6,14,Wednesday,3
1220,2015,10,19,Monday,4
1221,2013,10,2,Wednesday,4
1222,2015,3,9,Monday,2
1223,2016,10,25,Tuesday,4
1224,2015,12,9,Wednesday,1
1225,2016,2,9,Tuesday,1
1226,2024,6,27,Thursday,3
1227,2025,1,17,Friday,1
1228,2025,2,28,Friday,1
1229,2023,11,14,Tuesday,4
1230,2025,1,16,Thursday,1
1231,2022,12,13,Tuesday,1
1232,2018,1,22,Monday,1
1233,2017,7,31,Monday,3
1234,2016,7,15,Friday,3
1235,2016,6,8,Wednesday,3
1236,2018,6,21,Thursday,3
1237,2019,1,18,Friday,1
1238,2022,4,1,Friday,2
1239,2019,6,18,Tuesday,3
1240,2016,6,21,Tuesday,3
1241,2025,4,23,Wednesday,2
1242,2015,2,2,Monday,1
1243,2016,5,31,Tuesday,2
1244,2015,6,19,Friday,3
1245,2020,5,9,Saturday,2
1246,2025,3,26,Wednesday,2
1247,2013,10,18,Friday,4
1248,2013,9,20,Friday,4
1249,2022,10,21,Friday,4
1250,2023,5,10,Wednesday,2
1251,2023,12,12,Tuesday,1
1252,2010,9,13,Monday,4
1253,2023,10,7,Saturday,4
1254,2017,6,15,Thursday,3
1255,2015,7,7,Tuesday,3
1256,2013,4,12,Friday,2
1257,2020,6,25,Thursday,3
1258,2019,5,31,Friday,2
1259,2018,10,26,Friday,4
1260,2012,12,3,Monday,1
1261,2017,2,17,Friday,1
1262,2015,6,8,Monday,3
1263,2011,9,23,Friday,4
1264,2016,4,28,Thursday,2
1265,2013,3,12,Tuesday,2
1266,2012,5,31,Thursday,2
1267,2008,10,16,Thursday,4
1268,2012,9,23,Sunday,4
1269,2010,1,30,Saturday,1
1270,2024,12,6,Friday,1
1271,2020,11,10,Tuesday,4
1272,2012,6,15,Friday,3
1273,2010,6,2,Wednesday,3
1274,2022,2,1,Tuesday,1
1275,2008,6,13,Friday,3
1276,2013,7,17,Wednesday,3
1277,2014,12,12,Friday,1
1278,2017,1,27,Friday,1
1279,2013,4,30,Tuesday,2
1280,2010,10,8,Friday,4
1281,2015,1,23,Friday,1
1282,2022,2,5,Saturday,1
1283,2006,4,1,Saturday,2
1284,2014,12,2,Tuesday,1
1285,2024,2,2,Friday,1
1286,2020,5,12,Tuesday,2
1287,2024,2,1,Thursday,1
1288,2006,4,26,Wednesday,2
1289,2020,6,9,Tuesday,3
1290,2013,2,28,Thursday,1
1291,2022,6,15,Wednesday,3
1292,2011,10,8,Saturday,4
1293,2013,4,16,Tuesday,2
1294,2011,4,1,Friday,2
1295,2013,3,26,Tuesday,2
1296,2022,3,3,Thursday,2
1297,2014,11,18,Tuesday,4
1298,2012,10,17,Wednesday,4
1299,2017,5,24,Wednesday,2
1300,2011,3,19,Saturday,2
1301,2014,5,26,Monday,2
1302,2011,1,29,Saturday,1
1303,2011,9,20,Tuesday,4
1304,2011,9,22,Thursday,4
1305,2010,10,25,Monday,4
1306,2012,3,9,Friday,2
1307,2018,4,19,Thursday,2
1308,2023,9,13,Wednesday,4
1309,2023,1,6,Friday,1
1310,2019,3,22,Friday,2
1311,2018,7,30,Monday,3
1312,2021,5,20,Thursday,2
1313,2019,10,10,Thursday,4
1314,2022,11,18,Friday,4
1315,2018,6,5,Tuesday,3
1316,2024,2,10,Saturday,1
1317,2024,11,20,Wednesday,4
1318,2018,10,18,Thursday,4
1319,2019,12,21,Saturday,1
1320,2024,2,9,Friday,1
1321,2020,7,15,Wednesday,3
1322,2020,11,5,Thursday,4
1323,1999,1,19,Tuesday,1
1324,2016,1,15,Friday,1
1325,2017,4,6,Thursday,2
1326,2015,12,22,Tuesday,1
1327,2018,10,23,Tuesday,4
1328,2015,3,25,Wednesday,2
1329,2017,6,5,Monday,3
1330,2016,6,15,Wednesday,3
1331,2020,6,16,Tuesday,3
1332,2018,1,4,Thursday,1
1333,2021,6,1,Tuesday,3
1334,2017,10,2,Monday,4
1335,2017,2,2,Thursday,1
1336,2017,12,24,Sunday,1
1337,2014,12,10,Wednesday,1
1338,2018,5,31,Thursday,2
1339,2015,3,4,Wednesday,2
1340,2013,9,22,Sunday,4
1341,2017,11,1,Wednesday,4
1342,2017,2,15,Wednesday,1
1343,2017,5,25,Thursday,2
1344,2016,10,21,Friday,4
1345,2019,6,13,Thursday,3
1346,2018,2,27,Tuesday,1
1347,2017,4,15,Saturday,2
1348,2017,1,22,Sunday,1
1349,2016,1,2,Saturday,1
1350,2018,7,16,Monday,3
1351,2005,9,26,Monday,4
1352,2015,10,14,Wednesday,4
1353,2021,7,1,Thursday,3
1354,2016,11,9,Wednesday,4
1355,2016,2,8,Monday,1
1356,2017,1,29,Sunday,1
1357,2015,6,3,Wednesday,3
1358,2020,1,15,Wednesday,1
1359,2025,5,7,Wednesday,2
1360,2022,8,26,Friday,3
1361,2024,4,11,Thursday,2
1362,2017,10,25,Wednesday,4
1363,2012,11,6,Tuesday,4
1364,2018,10,12,Friday,4
1365,2018,1,10,Wednesday,1
1366,2016,9,26,Monday,4
1367,2015,6,18,Thursday,3
1368,2012,1,24,Tuesday,1
1369,2014,5,28,Wednesday,2
1370,2016,10,6,Thursday,4
1371,2016,6,6,Monday,3
1372,2013,10,22,Tuesday,4
1373,2013,10,21,Monday,4
1374,2016,5,20,Friday,2
1375,2013,10,8,Tuesday,4
1376,2010,10,11,Monday,4
1377,2013,12,9,Monday,1
1378,2014,6,10,Tuesday,3
1379,2025,2,4,Tuesday,1
1380,2009,12,17,Thursday,1
1381,2012,6,30,Saturday,3
1382,2023,11,24,Friday,4
1383,2011,7,26,Tuesday,3
1384,2020,6,17,Wednesday,3
1385,2011,12,31,Saturday,1
1386,2015,5,18,Monday,2
1387,2010,10,14,Thursday,4
1388,2011,12,12,Monday,1
1389,2012,1,6,Friday,1
1390,2013,7,13,Saturday,3
1391,2013,9,11,Wednesday,4
1392,2021,7,21,Wednesday,3
1393,2011,12,5,Monday,1
1394,2014,12,4,Thursday,1
1395,2020,3,12,Thursday,2
1396,2011,11,21,Monday,4
1397,2011,11,29,Tuesday,4
1398,2011,4,2,Saturday,2
1399,2021,6,2,Wednesday,3
1400,2010,5,16,Sunday,2
1401,2009,7,30,Thursday,3
1402,2013,10,16,Wednesday,4
1403,2022,8,19,Friday,3
1404,2014,3,1,Saturday,2
1405,2015,3,23,Monday,2
1406,2014,7,23,Wednesday,3
1407,2013,8,12,Monday,3
1408,2013,10,28,Monday,4
1409,2015,3,31,Tuesday,2
1410,2018,5,4,Friday,2
1411,2016,11,18,Friday,4
1412,2016,5,6,Friday,2
1413,2017,10,27,Friday,4
1414,2015,4,24,Friday,2
1415,2017,1,20,Friday,1
1416,2015,2,20,Friday,1
1417,2009,6,12,Friday,3
1418,2006,9,8,Friday,4
1419,2019,5,13,Monday,2
1420,2006,11,24,Friday,4
1421,2006,10,13,Friday,4
1422,2011,8,26,Friday,3
1423,2011,8,30,Tuesday,3
1424,2009,1,23,Friday,1
1425,2021,8,27,Friday,3
1426,2007,6,15,Friday,3
1427,2008,12,19,Friday,1
1428,2009,1,22,Thursday,1
1429,2012,5,8,Tuesday,2
1430,2023,3,23,Thursday,2
1431,2012,4,20,Friday,2
1432,2008,11,28,Friday,4
1433,2014,1,20,Monday,1
1434,2015,12,4,Friday,1
1435,2023,2,17,Friday,1
1436,2021,3,4,Thursday,2
1437,2014,6,24,Tuesday,3
1438,2019,9,25,Wednesday,4
1439,2024,4,25,Thursday,2
1440,2014,5,6,Tuesday,2
1441,2013,10,1,Tuesday,4
1442,2019,4,26,Friday,2
1443,2018,7,6,Friday,3
1444,2015,4,30,Thursday,2
1445,2022,4,22,Friday,2
1446,2011,12,26,Monday,1
1447,2015,2,7,Saturday,1
1448,2025,2,1,Saturday,1
1449,2025,5,28,Wednesday,2
1450,1993,6,12,Saturday,3
1451,2011,10,18,Tuesday,4
1452,2000,5,4,Thursday,2
1453,2012,6,12,Tuesday,3
1454,2021,5,25,Tuesday,2
1455,2011,11,3,Thursday,4
1456,2011,7,20,Wednesday,3
1457,2016,9,23,Friday,4
1458,2014,6,17,Tuesday,3
1459,2011,8,12,Friday,3
1460,2011,4,29,Friday,2
1461,2011,6,13,Monday,3
1462,2014,5,30,Friday,2
1463,2018,10,27,Saturday,4
1464,2014,6,16,Monday,3
1465,2011,3,17,Thursday,2
1466,2008,1,11,Friday,1
1467,2025,6,18,Wednesday,3
1468,1998,10,6,Tuesday,4
1469,2024,11,26,Tuesday,4
1470,2025,5,25,Sunday,2
1471,2025,1,30,Thursday,1
1472,2008,3,31,Monday,2
1473,2024,12,31,Tuesday,1
1474,2013,4,15,Monday,2
1475,2016,8,26,Friday,3
1476,2020,12,9,Wednesday,1
1477,2020,6,19,Friday,3
1478,2016,9,21,Wednesday,4
1479,2019,4,5,Friday,2
1480,2017,11,3,Friday,4
1481,2016,11,8,Tuesday,4
1482,2017,2,28,Tuesday,1
1483,2016,3,22,Tuesday,2
1484,2019,3,27,Wednesday,2
1485,2017,4,11,Tuesday,2
1486,2018,6,28,Thursday,3
1487,2016,6,24,Friday,3
1488,2022,9,26,Monday,4
1489,2018,5,21,Monday,2
1490,2016,6,7,Tuesday,3
1491,2019,4,20,Saturday,2
1492,2025,4,7,Monday,2
1493,2021,7,9,Friday,3
1494,2020,5,14,Thursday,2
1495,2021,6,9,Wednesday,3
1496,2023,4,13,Thursday,2
1497,2011,10,13,Thursday,4
1498,2024,11,1,Friday,4
1499,2011,5,14,Saturday,2
1500,2023,3,9,Thursday,2
1501,2019,12,19,Thursday,1
1502,2011,7,14,Thursday,3
1503,2009,11,19,Thursday,4
1504,2017,12,8,Friday,1
1505,2003,9,1,Monday,4
1506,2014,11,28,Friday,4
1507,2007,3,30,Friday,2
1508,2010,9,28,Tuesday,4
1509,2015,2,10,Tuesday,1
1510,2007,1,19,Friday,1
1511,2015,4,3,Friday,2
1512,2022,1,7,Friday,1
1513,2008,11,30,Sunday,4
1514,2009,11,13,Friday,4
1515,2008,11,21,Friday,4
1516,2007,2,23,Friday,1
1517,2010,6,4,Friday,3
1518,2015,2,12,Thursday,1
1519,2009,5,20,Wednesday,2
1520,2010,8,30,Monday,3
1521,2009,5,16,Saturday,2
1522,2019,9,12,Thursday,4
1523,2022,2,18,Friday,1
1524,2019,2,15,Friday,1
1525,2021,11,11,Thursday,4
1526,2025,3,20,Thursday,2
1527,2023,1,26,Thursday,1
1528,2017,5,22,Monday,2
1529,2022,12,9,Friday,1
1530,2019,9,13,Friday,4
1531,2024,10,4,Friday,4
1532,2019,7,25,Thursday,3
1533,2021,10,5,Tuesday,4
1534,2019,3,30,Saturday,2
1535,2023,12,30,Saturday,1
1536,2023,5,25,Thursday,2
1537,2017,5,6,Saturday,2
1538,2018,5,2,Wednesday,2
1539,2017,7,21,Friday,3
1540,2017,3,14,Tuesday,2
1541,2017,9,19,Tuesday,4
1542,2018,6,20,Wednesday,3
1543,2016,3,21,Monday,2
1544,2020,4,16,Thursday,2
1545,2017,8,11,Friday,3
1546,2020,3,5,Thursday,2
1547,2020,12,10,Thursday,1
1548,2016,6,23,Thursday,3
1549,2017,6,6,Tuesday,3
1550,2017,11,6,Monday,4
1551,2017,7,11,Tuesday,3
1552,2021,4,7,Wednesday,2
1553,2020,4,27,Monday,2
1554,2012,3,23,Friday,2
1555,2020,3,22,Sunday,2
1556,2025,6,20,Friday,3
1557,2018,1,5,Friday,1
1558,2016,6,2,Thursday,3
1559,2017,6,20,Tuesday,3
1560,2015,8,23,Sunday,3
1561,2015,5,12,Tuesday,2
1562,2014,10,1,Wednesday,4
1563,2023,10,20,Friday,4
1564,2025,3,6,Thursday,2
1565,2009,7,1,Wednesday,3
1566,2016,1,18,Monday,1
1567,2018,12,28,Friday,1
1568,2014,5,24,Saturday,2
1569,2012,7,13,Friday,3
1570,2017,7,20,Thursday,3
1571,2012,11,30,Friday,4
1572,2009,10,16,Friday,4
1573,2014,12,30,Tuesday,1
1574,2014,5,13,Tuesday,2
1575,2015,12,20,Sunday,1
1576,2015,11,20,Friday,4
1577,2011,10,15,Saturday,4
1578,2015,12,17,Thursday,1
1579,2011,5,28,Saturday,2
1580,2014,8,6,Wednesday,3
1581,2014,4,4,Friday,2
1582,2010,11,16,Tuesday,4
1583,2010,10,22,Friday,4
1584,2012,6,10,Sunday,3
1585,2015,11,19,Thursday,4
1586,2021,5,6,Thursday,2
1587,2012,7,12,Thursday,3
1588,2016,10,28,Friday,4
1589,2021,5,15,Saturday,2
1590,2011,2,24,Thursday,1
1591,2013,1,28,Monday,1
1592,2010,1,29,Friday,1
1593,2020,7,28,Tuesday,3
1594,2017,5,5,Friday,2
1595,2022,5,30,Monday,2
1596,2011,2,19,Saturday,1
1597,2010,6,12,Saturday,3
1598,2020,4,3,Friday,2
1599,2010,2,21,Sunday,1
1600,2020,6,23,Tuesday,3
1601,2007,7,25,Wednesday,3
1602,2011,5,21,Saturday,2
1603,2018,3,16,Friday,2
1604,2017,9,12,Tuesday,4
1605,2018,7,2,Monday,3
1606,2017,8,7,Monday,3
1607,2024,11,8,Friday,4
1608,2017,1,8,Sunday,1
1609,2015,12,13,Sunday,1
1610,2016,12,26,Monday,1
1611,2021,3,21,Sunday,2
1612,2017,6,11,Sunday,3
1613,2024,12,19,Thursday,1
1614,2024,1,30,Tuesday,1
1615,2017,5,15,Monday,2
1616,2016,11,7,Monday,4
1617,2016,10,27,Thursday,4
1618,2024,3,14,Thursday,2
1619,2015,7,12,Sunday,3
1620,2016,2,2,Tuesday,1
1621,2025,2,16,Sunday,1
1622,2024,5,16,Thursday,2
1623,2012,7,6,Friday,3
1624,2015,5,6,Wednesday,2
1625,2015,6,6,Saturday,3
1626,2024,8,23,Friday,3
1627,2021,12,21,Tuesday,1
1628,2024,5,31,Friday,2
1629,2022,5,25,Wednesday,2
1630,2021,9,2,Thursday,4
1631,2023,12,22,Friday,1
1632,2024,9,27,Friday,4
1633,2022,8,22,Monday,3
1634,2022,10,6,Thursday,4
1635,2022,9,21,Wednesday,4
1636,2023,5,2,Tuesday,2
1637,2021,1,25,Monday,1
1638,2020,11,3,Tuesday,4
1639,2022,4,27,Wednesday,2
1640,2021,3,15,Monday,2
1641,2022,12,24,Saturday,1
1642,2022,8,2,Tuesday,3
1643,2018,7,27,Friday,3
1644,2021,3,24,Wednesday,2
1645,2024,11,6,Wednesday,4
1646,2024,10,10,Thursday,4
1647,2023,2,22,Wednesday,1
1648,2015,4,27,Monday,2
1649,2023,11,9,Thursday,4
1650,2020,1,8,Wednesday,1
1651,2022,8,5,Friday,3
1652,2023,4,5,Wednesday,2
1653,2018,11,9,Friday,4
1654,2009,6,4,Thursday,3
1655,2015,10,2,Friday,4
1656,2013,4,9,Tuesday,2
1657,2015,6,1,Monday,3
1658,2018,3,30,Friday,2
1659,2005,8,6,Saturday,3
1660,2005,7,22,Friday,3
1661,2007,3,9,Friday,2
1662,2005,7,1,Friday,3
1663,2011,3,27,Sunday,2
1664,2014,10,27,Monday,4
1665,2008,3,2,Sunday,2
1666,2014,10,28,Tuesday,4
1667,2008,3,13,Thursday,2
1668,2023,3,27,Monday,2
1669,2006,8,6,Sunday,3
1670,2009,11,18,Wednesday,4
1671,2016,3,10,Thursday,2
1672,2016,2,26,Friday,1
1673,2022,11,24,Thursday,4
1674,2009,10,10,Saturday,4
1675,2013,5,30,Thursday,2
1676,2012,7,17,Tuesday,3
1677,2012,7,18,Wednesday,3
1678,2009,9,23,Wednesday,4
1679,2013,5,31,Friday,2
1680,2017,4,18,Tuesday,2
1681,2009,12,4,Friday,1
1682,2011,11,25,Friday,4
1683,2009,10,15,Thursday,4
1684,2016,11,2,Wednesday,4
1685,2013,3,11,Monday,2
1686,2021,10,6,Wednesday,4
1687,2016,6,28,Tuesday,3
1688,2012,12,17,Monday,1
1689,2015,8,28,Friday,3
1690,2011,6,20,Monday,3
1691,2021,9,23,Thursday,4
1692,2012,9,24,Monday,4
1693,2020,1,9,Thursday,1
1694,2016,3,17,Thursday,2
1695,2022,5,18,Wednesday,2
1696,2022,10,14,Friday,4
1697,2016,1,13,Wednesday,1
1698,2011,11,11,Friday,4
1699,2021,11,15,Monday,4
1700,2017,12,27,Wednesday,1
1701,2025,5,8,Thursday,2
1702,2010,5,31,Monday,2
1703,2020,4,15,Wednesday,2
1704,2025,2,19,Wednesday,1
1705,2015,12,1,Tuesday,1
1706,2016,1,21,Thursday,1
1707,2002,1,17,Thursday,1
1708,2021,9,17,Friday,4
1709,2016,10,26,Wednesday,4
1710,2010,10,10,Sunday,4
1711,2013,6,27,Thursday,3
1712,2013,6,28,Friday,3
1713,2015,3,11,Wednesday,2
1714,2011,12,27,Tuesday,1
