ID_time,year,month,day,day_of_week,season
1715,2018,12,31,Monday,1
1716,2016,12,31,Saturday,1
1717,2010,9,23,Thursday,4
1718,2008,11,27,Thursday,4
1719,2013,1,6,Sunday,1
1720,2022,6,8,Wednesday,3
1721,2015,4,17,Friday,2
1722,2015,12,31,Thursday,1
1723,2011,7,15,Friday,3
1724,2015,1,22,Thursday,1
1725,2007,5,6,Sunday,2
1726,2015,10,30,Friday,4
1727,2025,4,9,Wednesday,2
1728,2012,3,21,Wednesday,2
1729,2020,4,1,Wednesday,2
1730,2007,10,14,Sunday,4
1731,2013,5,29,Wednesday,2
1732,2016,11,11,Friday,4
1733,2016,10,12,Wednesday,4
1734,2014,2,27,Thursday,1
1735,2016,5,30,Monday,2
1736,2015,11,5,Thursday,4
1737,2016,7,13,Wednesday,3
1738,2020,2,4,Tuesday,1
1739,2015,12,7,Monday,1
1740,2016,4,21,Thursday,2
1741,2015,5,25,Monday,2
1742,2015,5,1,Friday,2
1743,2015,5,22,Friday,2
1744,2014,2,26,Wednesday,1
1745,2016,2,1,Monday,1
1746,2012,4,21,Saturday,2
1747,2014,1,6,Monday,1
1748,2012,9,17,Monday,4
1749,2024,6,28,Friday,3
1750,2012,4,14,Saturday,2
1751,2014,2,28,Friday,1
1752,2015,3,19,Thursday,2
1753,2012,4,19,Thursday,2
1754,2011,11,17,Thursday,4
1755,2016,7,18,Monday,3
1756,2014,1,24,Friday,1
1757,2013,4,3,Wednesday,2
1758,2012,10,9,Tuesday,4
1759,2013,2,13,Wednesday,1
1760,2014,8,7,Thursday,3
1761,2022,2,11,Friday,1
1762,2012,4,22,Sunday,2
1763,2012,4,15,Sunday,2
1764,2020,9,25,Friday,4
1765,2012,5,17,Thursday,2
1766,2017,6,7,Wednesday,3
1767,2016,7,14,Thursday,3
1768,2017,8,25,Friday,3
1769,2016,10,13,Thursday,4
1770,2016,3,15,Tuesday,2
1771,2021,4,14,Wednesday,2
1772,2017,11,30,Thursday,4
1773,2018,10,4,Thursday,4
1774,2025,5,15,Thursday,2
1775,2021,12,1,Wednesday,1
1776,2014,10,6,Monday,4
1777,2015,1,21,Wednesday,1
1778,2014,11,24,Monday,4
1779,2015,2,13,Friday,1
1780,2019,2,20,Wednesday,1
1781,2014,3,14,Friday,2
1782,2021,11,30,Tuesday,4
1783,2022,1,27,Thursday,1
1784,2010,10,15,Friday,4
1785,2009,2,4,Wednesday,1
1786,2007,2,26,Monday,1
1787,2004,4,14,Wednesday,2
1788,2018,9,26,Wednesday,4
1789,2004,2,5,Thursday,1
1790,1999,5,21,Friday,2
1791,2024,1,1,Monday,1
1792,2010,5,24,Monday,2
1793,2010,5,7,Friday,2
1794,2011,3,28,Monday,2
1795,2016,9,13,Tuesday,4
1796,2017,6,26,Monday,3
1797,2017,3,6,Monday,2
1798,2016,11,15,Tuesday,4
1799,2017,2,1,Wednesday,1
1800,2016,11,29,Tuesday,4
1801,2016,11,1,Tuesday,4
1802,2016,6,26,Sunday,3
1803,2023,10,18,Wednesday,4
1804,2020,7,7,Tuesday,3
1805,2015,3,18,Wednesday,2
1806,2015,7,16,Thursday,3
1807,2020,2,5,Wednesday,1
1808,2012,10,16,Tuesday,4
1809,2016,7,17,Sunday,3
1810,2011,11,22,Tuesday,4
1811,2015,7,28,Tuesday,3
1812,2020,2,6,Thursday,1
1813,2011,4,15,Friday,2
1814,2016,4,7,Thursday,2
1815,2020,5,25,Monday,2
1816,2014,7,25,Friday,3
1817,2015,5,14,Thursday,2
1818,2005,8,1,Monday,3
1819,2020,3,26,Thursday,2
1820,2022,6,2,Thursday,3
1821,2013,2,7,Thursday,1
1822,2010,10,27,Wednesday,4
1823,2011,10,28,Friday,4
1824,2014,11,12,Wednesday,4
1825,2010,12,28,Tuesday,1
1826,2015,10,6,Tuesday,4
1827,2016,10,31,Monday,4
1828,2016,10,19,Wednesday,4
1829,2017,3,28,Tuesday,2
1830,2016,10,4,Tuesday,4
1831,2015,5,30,Saturday,2
1832,2015,9,19,Saturday,4
1833,2014,11,11,Tuesday,4
1834,2015,3,26,Thursday,2
1835,2016,1,14,Thursday,1
1836,2020,9,4,Friday,4
1837,2014,9,7,Sunday,4
1838,2014,6,30,Monday,3
1839,2015,1,16,Friday,1
1840,2015,10,22,Thursday,4
1841,2015,2,6,Friday,1
1842,2007,2,7,Wednesday,1
1843,2013,6,21,Friday,3
1844,2007,1,22,Monday,1
1845,2008,11,24,Monday,4
1846,1996,3,10,Sunday,2
1847,1994,11,13,Sunday,4
1848,1999,1,21,Thursday,1
1849,2021,6,6,Sunday,3
1850,2001,3,2,Friday,2
1851,2011,5,3,Tuesday,2
1852,2016,8,5,Friday,3
1853,2011,4,12,Tuesday,2
1854,2017,2,14,Tuesday,1
1855,2021,12,16,Thursday,1
1856,2017,5,3,Wednesday,2
1857,2011,9,9,Friday,4
1858,2014,6,15,Sunday,3
1859,2023,7,25,Tuesday,3
1860,2019,12,10,Tuesday,1
1861,2021,7,16,Friday,3
1862,2023,12,23,Saturday,1
1863,2020,10,1,Thursday,4
1864,2021,7,8,Thursday,3
1865,2019,3,17,Sunday,2
1866,2023,2,5,Sunday,1
1867,2023,1,25,Wednesday,1
1868,2023,7,23,Sunday,3
1869,2022,10,25,Tuesday,4
1870,2020,8,2,Sunday,3
1871,2023,6,10,Saturday,3
1872,2023,5,22,Monday,2
1873,2020,3,31,Tuesday,2
1874,2023,12,25,Monday,1
1875,2022,1,18,Tuesday,1
1876,2016,11,22,Tuesday,4
1877,2016,8,23,Tuesday,3
1878,2016,7,12,Tuesday,3
1879,2016,7,26,Tuesday,3
1880,2016,9,20,Tuesday,4
1881,2020,7,9,Thursday,3
1882,2018,3,14,Wednesday,2
1883,2020,8,6,Thursday,3
1884,2020,8,21,Friday,3
1885,2012,2,10,Friday,1
1886,2021,5,1,Saturday,2
1887,2012,2,11,Saturday,1
1888,2021,8,15,Sunday,3
1889,2017,4,27,Thursday,2
1890,2017,12,21,Thursday,1
1891,2018,12,18,Tuesday,1
1892,2019,1,4,Friday,1
1893,2016,5,1,Sunday,2
1894,2022,3,15,Tuesday,2
1895,2015,12,28,Monday,1
1896,2022,5,11,Wednesday,2
1897,2016,2,3,Wednesday,1
1898,2016,5,23,Monday,2
1899,2018,7,11,Wednesday,3
1900,2017,1,12,Thursday,1
1901,2016,10,15,Saturday,4
1902,2022,9,2,Friday,4
1903,2014,10,26,Sunday,4
1904,2019,7,5,Friday,3
1905,2020,5,23,Saturday,2
1906,2013,12,24,Tuesday,1
1907,2013,4,2,Tuesday,2
1908,2011,2,1,Tuesday,1
1909,2021,10,1,Friday,4
1910,2016,11,10,Thursday,4
1911,2013,3,21,Thursday,2
1912,2025,4,28,Monday,2
1913,2012,2,15,Wednesday,1
1914,2012,2,23,Thursday,1
1915,2014,6,5,Thursday,3
1916,2023,6,26,Monday,3
1917,2023,7,6,Thursday,3
1918,2023,12,29,Friday,1
1919,2022,10,3,Monday,4
1920,2017,11,15,Wednesday,4
1921,2007,12,21,Friday,1
1922,2018,12,19,Wednesday,1
1923,2020,3,23,Monday,2
1924,2016,8,25,Thursday,3
1925,2017,2,20,Monday,1
1926,2018,11,28,Wednesday,4
1927,2023,6,1,Thursday,3
1928,2025,1,3,Friday,1
1929,2022,6,13,Monday,3
1930,2015,6,2,Tuesday,3
1931,2006,1,27,Friday,1
1932,2011,12,21,Wednesday,1
1933,2021,1,26,Tuesday,1
1934,2005,4,19,Tuesday,2
1935,2022,2,13,Sunday,1
1936,2013,7,16,Tuesday,3
1937,2015,4,21,Tuesday,2
1938,2018,1,8,Monday,1
1939,2018,1,12,Friday,1
1940,2017,12,4,Monday,1
1941,2016,5,27,Friday,2
1942,2018,10,22,Monday,4
1943,2016,5,24,Tuesday,2
1944,2016,5,12,Thursday,2
1945,2020,12,22,Tuesday,1
1946,2023,3,3,Friday,2
1947,2013,8,5,Monday,3
1948,2020,3,10,Tuesday,2
1949,2023,4,14,Friday,2
1950,2018,1,1,Monday,1
1951,2023,4,19,Wednesday,2
1952,2024,8,28,Wednesday,3
1953,2019,7,19,Friday,3
1954,2019,9,5,Thursday,4
1955,2023,9,14,Thursday,4
1956,2020,1,23,Thursday,1
1957,2018,3,26,Monday,2
1958,2021,6,17,Thursday,3
1959,2019,10,3,Thursday,4
1960,2018,2,19,Monday,1
1961,2022,6,1,Wednesday,3
1962,2021,12,17,Friday,1
1963,2019,7,8,Monday,3
1964,2019,7,23,Tuesday,3
1965,2024,12,18,Wednesday,1
1966,2019,3,28,Thursday,2
1967,2018,10,1,Monday,4
1968,2018,11,21,Wednesday,4
1969,2021,5,13,Thursday,2
1970,2022,9,27,Tuesday,4
1971,2022,11,9,Wednesday,4
1972,2024,12,17,Tuesday,1
1973,2017,8,1,Tuesday,3
1974,2020,4,20,Monday,2
1975,2022,5,12,Thursday,2
1976,2022,9,28,Wednesday,4
1977,2017,1,24,Tuesday,1
1978,2022,8,4,Thursday,3
1979,2022,4,28,Thursday,2
1980,2023,9,26,Tuesday,4
1981,2019,12,20,Friday,1
1982,2016,6,22,Wednesday,3
1983,2019,10,5,Saturday,4
1984,2016,8,2,Tuesday,3
1985,2017,7,27,Thursday,3
1986,2015,1,20,Tuesday,1
1987,2014,8,16,Saturday,3
1988,2015,2,25,Wednesday,1
1989,2016,2,17,Wednesday,1
1990,2012,12,1,Saturday,1
1991,2016,12,6,Tuesday,1
1992,2009,4,17,Friday,2
1993,2013,9,9,Monday,4
1994,2012,9,1,Saturday,4
1995,2012,12,6,Thursday,1
1996,2012,12,11,Tuesday,1
1997,2011,8,9,Tuesday,3
1998,2010,12,6,Monday,1
1999,2013,12,10,Tuesday,1
2000,2010,2,22,Monday,1
2001,2012,1,17,Tuesday,1
2002,2017,12,5,Tuesday,1
2003,2011,9,5,Monday,4
2004,2013,10,25,Friday,4
2005,2013,7,22,Monday,3
2006,2014,4,29,Tuesday,2
2007,2012,7,5,Thursday,3
2008,2018,11,5,Monday,4
2009,2019,3,26,Tuesday,2
2010,2013,1,24,Thursday,1
2011,2013,7,23,Tuesday,3
2012,2011,11,14,Monday,4
2013,2013,2,4,Monday,1
2014,2012,2,21,Tuesday,1
2015,2012,12,10,Monday,1
2016,2018,12,30,Sunday,1
2017,2012,2,24,Friday,1
2018,2006,9,15,Friday,4
2019,2012,2,8,Wednesday,1
2020,2021,5,18,Tuesday,2
2021,2019,6,26,Wednesday,3
2022,2006,8,22,Tuesday,3
2023,2019,12,15,Sunday,1
2024,2021,6,19,Saturday,3
2025,2009,9,20,Sunday,4
2026,2024,11,21,Thursday,4
2027,2019,12,12,Thursday,1
2028,2015,12,29,Tuesday,1
2029,2012,3,30,Friday,2
2030,2024,4,18,Thursday,2
2031,2012,10,29,Monday,4
2032,2017,10,16,Monday,4
2033,2023,10,26,Thursday,4
2034,2016,1,1,Friday,1
2035,2011,2,13,Sunday,1
2036,2013,12,3,Tuesday,1
2037,2012,5,7,Monday,2
2038,2019,4,27,Saturday,2
2039,2004,5,19,Wednesday,2
2040,2016,3,11,Friday,2
2041,2007,6,22,Friday,3
2042,2004,11,1,Monday,4
2043,2021,2,15,Monday,1
2044,2012,8,31,Friday,3
2045,2014,4,15,Tuesday,2
2046,2016,2,12,Friday,1
2047,2012,10,2,Tuesday,4
2048,2018,12,13,Thursday,1
2049,2011,8,13,Saturday,3
2050,2008,7,11,Friday,3
2051,2007,4,14,Saturday,2
2052,2014,3,11,Tuesday,2
2053,2016,7,2,Saturday,3
2054,2006,7,21,Friday,3
2055,2022,6,16,Thursday,3
2056,2010,1,27,Wednesday,1
2057,2009,12,1,Tuesday,1
2058,2013,11,12,Tuesday,4
2059,2016,7,1,Friday,3
2060,2015,7,14,Tuesday,3
2061,2010,11,25,Thursday,4
2062,2009,12,13,Sunday,1
2063,2011,1,4,Tuesday,1
2064,2011,1,17,Monday,1
2065,2013,1,18,Friday,1
2066,2011,1,25,Tuesday,1
2067,2012,12,24,Monday,1
2068,2008,8,30,Saturday,3
2069,2012,4,13,Friday,2
2070,2010,6,1,Tuesday,3
2071,2010,5,14,Friday,2
2072,2009,4,7,Tuesday,2
2073,2004,5,1,Saturday,2
2074,2006,9,18,Monday,4
2075,2020,11,11,Wednesday,4
2076,2013,4,26,Friday,2
2077,2009,10,24,Saturday,4
2078,2007,7,7,Saturday,3
2079,2011,12,13,Tuesday,1
2080,2010,2,2,Tuesday,1
2081,2014,3,5,Wednesday,2
2082,2010,6,14,Monday,3
2083,2013,3,27,Wednesday,2
2084,2005,4,1,Friday,2
2085,2019,6,4,Tuesday,3
2086,2015,3,24,Tuesday,2
2087,2015,4,15,Wednesday,2
2088,2015,5,3,Sunday,2
2089,2017,6,12,Monday,3
2090,2017,9,5,Tuesday,4
2091,2017,7,25,Tuesday,3
2092,2015,3,5,Thursday,2
2093,2012,5,4,Friday,2
2094,2015,9,15,Tuesday,4
2095,2013,6,17,Monday,3
2096,2013,3,5,Tuesday,2
2097,2024,9,18,Wednesday,4
2098,2021,5,26,Wednesday,2
2099,2024,9,21,Saturday,4
2100,2012,9,21,Friday,4
2101,2011,2,5,Saturday,1
2102,2014,9,30,Tuesday,4
2103,2021,11,2,Tuesday,4
2104,2025,2,15,Saturday,1
2105,2014,9,17,Wednesday,4
2106,2014,9,29,Monday,4
2107,2011,11,30,Wednesday,4
2108,2011,3,11,Friday,2
2109,2011,11,26,Saturday,4
2110,2010,4,16,Friday,2
2111,2011,5,26,Thursday,2
2112,2021,11,10,Wednesday,4
2113,2013,12,20,Friday,1
2114,2013,11,25,Monday,4
2115,2007,11,1,Thursday,4
2116,2010,7,19,Monday,3
2117,2014,10,7,Tuesday,4
2118,2019,10,31,Thursday,4
2119,2016,1,11,Monday,1
2120,2011,10,31,Monday,4
2121,2020,1,30,Thursday,1
2122,2011,10,1,Saturday,4
2123,2008,4,18,Friday,2
2124,2014,5,9,Friday,2
2125,2010,7,13,Tuesday,3
2126,2015,1,10,Saturday,1
2127,2008,10,24,Friday,4
2128,2010,7,9,Friday,3
2129,2011,6,19,Sunday,3
2130,2011,10,25,Tuesday,4
2131,2008,6,1,Sunday,3
2132,2008,9,1,Monday,4
2133,2010,6,22,Tuesday,3
2134,2005,12,1,Thursday,1
2135,2009,12,24,Thursday,1
2136,2011,8,8,Monday,3
2137,2011,8,15,Monday,3
2138,2011,7,4,Monday,3
2139,2011,7,18,Monday,3
2140,2015,10,5,Monday,4
2141,2019,10,29,Tuesday,4
2142,2014,1,7,Tuesday,1
2143,2015,11,9,Monday,4
